property_id,property_type,bhk,bathrooms,balcony,floor_number,total_floors,area_sqft,property_age,furnished_status,parking_availability,city,area,locality,pincode,hospital_distance_km,school_distance_km,metro_distance_km,mall_distance_km,airport_distance_km,population_density,crime_index,infrastructure_growth_score,price
156,Apartment,2,2,2.0,17,34,775,0,Semi Furnished,Yes,Delhi,Central,Dwarka,198536,2.0,0.4,1.0,1.6,28.2,9267,24.1,62.2,16235000.0
157,Apartment,4,5,2.0,0,15,1353,5,Fully Furnished,Yes,Pune,East,Baner,989365,1.1,0.3,1.2,0.9,42.4,5094,72.4,38.6,12540000.0
158,Villa,3,3,2.0,14,22,1213,2,Fully Furnished,Yes,Ahmedabad,South,Satellite,692750,0.3,0.7,13.4,6.5,14.1,8011,55.5,59.5,14518000.0
159,Apartment,2,2,2.0,28,29,818,1,Semi Furnished,Yes,Delhi,Central,Saket,868568,2.6,0.2,9.0,8.7,23.8,11675,74.1,42.7,13809000.0
160,Apartment,3,3,1.0,6,40,1124,2,Semi Furnished,No,Kolkata,North,Howrah,671980,0.1,3.9,1.1,2.5,16.6,24609,54.4,48.9,10408000.0
161,Villa,3,3,2.0,20,31,1194,10,Fully Furnished,No,Bangalore,North,Electronic City,425959,7.7,0.7,12.8,8.7,19.1,5288,29.3,68.7,29277000.0
162,Penthouse,4,3,1.0,21,30,1376,0,Fully Furnished,Yes,Pune,East,Kothrud,522838,,0.4,1.1,6.6,37.1,6123,69.9,66.0,38877000.0
163,Villa,3,3,3.0,29,36,1242,29,Semi Furnished,Yes,Pune,Central,Hinjewadi,358105,1.0,0.4,2.5,10.6,15.6,4808,47.9,50.0,18725000.0
164,Independent House,2,3,2.0,22,35,995,8,Fully Furnished,Yes,Chennai,South,Porur,469196,1.7,1.1,2.2,0.8,22.9,5112,42.8,32.9,13953000.0
165,Apartment,4,5,2.0,10,11,1350,2,Unfurnished,No,Mumbai,Central,Powai,379694,0.8,1.1,2.5,11.3,22.8,19053,12.9,53.0,37260000.0
166,Apartment,5,5,3.0,4,34,1615,3,Semi Furnished,Yes,Ahmedabad,West,Satellite,702522,10.7,2.9,6.9,9.1,35.3,5840,31.0,49.9,10248000.0
167,Apartment,3,3,2.0,5,8,1153,3,Fully Furnished,No,Bangalore,South,HSR Layout,993227,1.9,0.1,4.8,4.7,27.4,2692,49.1,55.7,13983000.0
168,Independent House,2,1,2.0,7,8,846,0,Fully Furnished,Yes,Delhi,South,Dwarka,813165,0.1,4.9,0.5,5.0,48.0,11838,53.4,66.9,24321000.0
169,Apartment,2,2,1.0,3,4,1030,0,Semi Furnished,Yes,Mumbai,West,Navi Mumbai,272917,3.3,2.4,12.5,2.0,29.6,21140,66.9,67.3,21584000.0
170,Independent House,1,2,0.0,25,26,617,2,Semi Furnished,No,Chennai,West,Anna Nagar,777816,1.4,3.6,3.1,1.2,23.4,8932,39.5,35.2,9789000.0
171,Penthouse,1,1,2.0,0,14,722,1,Semi Furnished,Yes,Pune,South,Hinjewadi,747421,1.1,2.2,1.3,5.8,30.8,7746,32.3,72.2,18079000.0
172,Apartment,4,4,1.0,8,9,1280,10,Semi Furnished,Yes,Mumbai,Central,Juhu,832352,3.4,2.7,2.6,1.5,26.9,19644,10.2,62.4,30707000.0
173,Apartment,2,2,2.0,10,13,838,1,Semi Furnished,Yes,Hyderabad,West,Gachibowli,643428,5.7,0.6,,3.7,20.7,4570,39.3,58.2,9525000.0
174,Apartment,3,3,0.0,21,25,1063,2,Unfurnished,No,Delhi,North,Saket,939085,0.1,0.2,3.8,6.6,18.1,11332,,88.2,21618000.0
175,Apartment,3,3,3.0,20,39,1050,22,Unfurnished,Yes,Pune,North,Baner,149126,5.1,1.0,8.2,1.8,26.3,6690,41.3,38.7,7642000.0
176,Apartment,4,4,2.0,2,6,1358,13,Fully Furnished,Yes,Delhi,West,Pitampura,951468,3.3,0.6,0.7,4.6,16.7,11971,50.1,60.7,22850000.0
177,Plot,2,2,0.0,2,11,929,12,Fully Furnished,Yes,Kolkata,Central,Salt Lake,357705,0.1,2.5,0.2,2.0,32.7,25967,31.3,58.9,5210000.0
178,Apartment,3,4,1.0,19,28,1272,12,Fully Furnished,Yes,Bangalore,West,HSR Layout,893407,4.1,0.2,1.1,30.0,22.4,2857,26.8,70.8,22164000.0
179,Apartment,2,2,2.0,2,8,883,7,Fully Furnished,No,Noida,South,Sector 62,645114,,4.5,1.1,1.9,37.9,5933,41.1,54.6,9114000.0
180,Apartment,2,2,3.0,15,37,906,5,Semi Furnished,Yes,Mumbai,North,Worli,432505,1.0,2.4,3.9,1.3,23.2,22607,65.8,,18586000.0
181,Penthouse,2,2,1.0,16,23,927,12,Fully Furnished,Yes,Bangalore,Central,Electronic City,419317,,0.2,2.3,2.9,22.4,5699,37.0,,26867000.0
182,Villa,3,3,1.0,18,24,1091,2,Semi Furnished,Yes,Mumbai,South,Navi Mumbai,241192,12.6,0.2,5.5,4.1,24.1,19542,18.0,55.1,47297000.0
183,Plot,1,1,3.0,36,39,648,5,Semi Furnished,Yes,Noida,West,Sector 137,141841,0.2,0.9,3.0,1.5,26.1,7374,44.3,66.4,5995000.0
184,Penthouse,3,2,3.0,22,29,1317,14,Semi Furnished,No,Jaipur,Central,Jagatpura,305769,0.8,2.7,2.6,1.5,36.9,5428,35.8,61.9,18119000.0
185,Apartment,2,2,0.0,17,17,931,0,Fully Furnished,Yes,Delhi,North,Lajpat Nagar,398242,1.8,4.0,2.3,4.8,11.3,10689,42.9,53.3,18731000.0
186,Apartment,5,5,0.0,22,27,1816,0,Semi Furnished,Yes,Pune,Central,Viman Nagar,844243,4.7,1.2,1.1,1.1,51.2,4293,41.9,40.4,21890000.0
187,Apartment,3,4,2.0,5,5,1151,16,Semi Furnished,Yes,Ahmedabad,West,Prahlad Nagar,663418,1.5,1.1,12.8,8.2,14.3,8243,65.3,15.1,5290000.0
188,Apartment,4,3,2.0,7,27,1350,8,Semi Furnished,No,Chennai,East,Porur,707982,0.6,4.2,0.1,1.5,20.8,6207,48.9,46.7,14264000.0
189,Independent House,2,2,2.0,22,29,983,5,Semi Furnished,Yes,Chennai,North,Anna Nagar,866504,4.2,0.8,6.1,4.2,15.0,8202,26.4,62.8,15549000.0
190,Apartment,4,5,1.0,3,7,1501,1,Fully Furnished,Yes,Delhi,East,Vasant Kunj,949793,2.1,7.9,,1.3,16.9,9600,69.3,66.4,27204000.0
191,Apartment,3,3,0.0,15,30,1110,36,Semi Furnished,No,Mumbai,North,Thane,754778,,3.1,3.0,5.3,38.2,20723,40.7,88.9,23221000.0
192,Villa,2,3,2.0,1,4,929,2,Fully Furnished,No,Jaipur,Central,C-Scheme,597531,0.6,2.4,2.0,4.0,11.4,6390,31.7,58.1,11245000.0
193,Villa,4,4,1.0,7,8,1394,0,Semi Furnished,No,Jaipur,West,Mansarovar,250770,4.5,3.0,2.3,2.0,9.3,5110,46.5,46.1,15837000.0
194,Villa,4,5,1.0,10,19,1289,3,Fully Furnished,Yes,Pune,South,Hadapsar,932068,1.6,0.9,7.2,12.2,34.1,5038,55.4,59.9,19873000.0
195,Apartment,5,5,2.0,8,29,1544,0,Unfurnished,Yes,Bangalore,South,Indiranagar,762187,1.2,2.9,0.6,12.2,24.9,6026,27.8,81.7,26031000.0
196,Independent House,4,4,,15,25,1383,4,Unfurnished,Yes,Bangalore,West,Indiranagar,749870,2.6,1.0,16.4,13.3,32.6,5356,46.3,78.8,25132000.0
197,Apartment,2,2,2.0,0,8,992,3,Semi Furnished,Yes,Kolkata,North,Howrah,206288,1.3,0.7,4.5,13.1,52.7,23148,66.3,77.0,7035000.0
198,Apartment,2,3,2.0,0,2,968,8,Semi Furnished,No,Jaipur,West,Vaishali Nagar,936709,2.5,4.7,0.1,4.9,42.1,5647,43.9,80.7,7714000.0
199,Independent House,3,3,0.0,12,17,1076,4,Fully Furnished,No,Jaipur,East,C-Scheme,255634,4.3,7.2,6.9,10.3,10.1,5420,95.0,83.4,9465000.0
200,Penthouse,2,2,2.0,16,27,810,8,Fully Furnished,Yes,Ahmedabad,Central,SG Highway,828899,5.4,0.4,11.1,3.3,9.4,7438,28.8,67.7,13015000.0
201,Apartment,4,4,2.0,13,14,1330,2,Semi Furnished,Yes,Pune,East,Hinjewadi,472751,1.4,0.1,0.6,2.0,18.4,4411,,48.9,16961000.0
202,Apartment,3,4,0.0,1,14,1073,1,Semi Furnished,Yes,Mumbai,East,Worli,276918,0.2,1.8,3.7,0.3,22.3,21144,58.8,63.1,23588000.0
203,Apartment,5,5,2.0,20,25,1579,7,Semi Furnished,Yes,Delhi,North,Saket,586517,2.8,7.8,4.8,3.1,48.0,11356,27.6,57.0,24879000.0
204,Apartment,3,3,1.0,4,20,987,11,Fully Furnished,Yes,Jaipur,West,Malviya Nagar,530522,0.3,2.0,10.9,12.8,49.1,5540,29.1,44.7,5228000.0
205,Plot,3,2,1.0,20,36,954,3,Fully Furnished,No,Pune,Central,Kothrud,259135,3.1,0.3,3.4,16.5,1.1,3989,52.1,49.0,7245000.0
206,Apartment,1,1,1.0,15,17,445,0,Fully Furnished,Yes,Mumbai,North,Powai,617664,1.3,8.9,3.2,2.9,22.7,20905,49.0,53.1,13812000.0
207,Independent House,2,2,2.0,7,7,775,3,Semi Furnished,No,Mumbai,West,Bandra,570308,2.4,1.2,8.9,6.2,4.0,19104,17.9,16.6,19755000.0
208,Villa,4,3,2.0,2,7,1493,0,Semi Furnished,Yes,Pune,South,Hinjewadi,174105,8.7,3.2,,4.6,24.1,7203,49.4,27.0,22917000.0
209,Villa,5,5,1.0,0,1,1938,10,Fully Furnished,No,Mumbai,South,Bandra,429498,5.5,2.9,4.8,5.3,29.6,19676,57.6,60.3,63079000.0
210,Apartment,3,3,3.0,4,10,1311,0,Unfurnished,No,Delhi,North,Saket,593674,9.5,0.7,0.7,6.7,1.2,9526,44.6,69.7,23204000.0
211,Apartment,4,4,1.0,0,26,1419,0,Semi Furnished,No,Chennai,North,OMR,763397,2.2,1.3,3.4,4.6,27.7,9012,62.7,43.3,14097000.0
212,Apartment,3,3,1.0,3,10,1087,4,Fully Furnished,Yes,Kolkata,East,Rajarhat,658377,3.6,1.5,5.2,1.2,31.4,25545,71.4,51.2,7520000.0
213,Apartment,5,5,1.0,4,19,1615,3,Semi Furnished,No,Pune,Central,Hinjewadi,126559,9.0,1.9,2.1,0.7,22.6,4730,52.8,30.4,15387000.0
214,Apartment,2,1,1.0,2,2,911,12,Unfurnished,Yes,Delhi,Central,Saket,492989,1.8,0.2,9.2,2.5,17.9,10010,25.0,31.6,10616000.0
215,Independent House,3,3,3.0,9,14,1315,12,Unfurnished,Yes,Kolkata,West,Salt Lake,410980,1.6,0.6,3.3,0.1,27.9,22544,23.7,59.9,12465000.0
216,Apartment,3,3,2.0,13,25,1070,2,Semi Furnished,Yes,Delhi,West,Vasant Kunj,936426,10.3,0.1,3.5,12.0,41.2,10590,26.0,56.8,18396000.0
217,Independent House,3,3,2.0,2,35,1150,12,Fully Furnished,No,Bangalore,West,Indiranagar,619046,0.2,0.4,6.6,1.0,29.3,3006,34.6,47.1,16600000.0
218,Apartment,2,1,1.0,2,8,907,0,Fully Furnished,Yes,Kolkata,South,Salt Lake,985164,1.0,1.0,0.9,23.6,36.1,23798,33.9,75.8,10275000.0
219,Independent House,3,3,1.0,8,8,1142,5,Unfurnished,Yes,Pune,East,Wakad,645436,3.4,0.9,0.1,3.7,13.3,6252,41.8,35.0,14524000.0
220,Penthouse,3,4,3.0,13,21,989,2,Semi Furnished,Yes,Jaipur,North,C-Scheme,367648,2.2,0.5,5.5,1.2,41.3,7127,61.5,58.1,12091000.0
221,Apartment,2,2,1.0,26,31,877,43,Fully Furnished,No,Pune,West,Kothrud,726771,3.8,3.7,4.3,3.0,21.9,4118,53.8,49.0,7857000.0
222,Plot,3,3,1.0,1,19,1041,11,Fully Furnished,No,Chennai,West,Porur,899678,1.3,0.1,3.0,3.7,48.9,6254,28.0,70.2,7956000.0
223,Villa,3,2,1.0,3,3,1333,1,Fully Furnished,Yes,Mumbai,East,Juhu,377102,3.8,2.8,5.3,1.3,32.2,22773,36.8,66.3,50792000.0
224,Independent House,4,5,1.0,16,23,1445,2,Semi Furnished,Yes,Bangalore,Central,HSR Layout,191285,0.1,0.4,2.2,1.3,17.8,2567,49.4,49.7,29573000.0
225,Villa,3,3,2.0,20,32,1239,8,Fully Furnished,Yes,Delhi,West,Pitampura,609570,0.3,1.2,22.4,2.0,10.0,9820,54.8,33.7,30056000.0
226,Apartment,1,2,1.0,5,7,579,15,Unfurnished,Yes,Delhi,Central,Dwarka,404570,1.9,0.3,0.5,10.8,17.8,11288,37.0,41.2,7656000.0
227,Apartment,3,3,3.0,16,40,1114,5,Semi Furnished,Yes,Noida,Central,Sector 62,633813,0.8,2.8,3.7,1.8,29.4,5187,49.3,80.2,11780000.0
228,Apartment,2,2,0.0,10,13,1063,6,Semi Furnished,Yes,Bangalore,West,Indiranagar,341718,3.9,2.8,2.6,2.8,45.1,5616,37.0,31.2,13509000.0
229,Apartment,3,3,1.0,30,30,1231,1,Fully Furnished,Yes,Jaipur,Central,Malviya Nagar,286308,0.8,1.1,1.4,0.1,19.6,7026,36.0,81.6,14481000.0
230,Penthouse,1,1,3.0,2,3,683,21,Fully Furnished,Yes,Pune,West,Hadapsar,545043,3.5,0.6,1.6,4.1,23.7,3985,25.2,75.8,12241000.0
231,Independent House,2,2,2.0,5,26,1007,12,Fully Furnished,Yes,Ahmedabad,North,SG Highway,814970,13.9,1.0,1.4,0.7,11.1,6421,64.0,78.7,10510000.0
232,Apartment,2,2,2.0,14,26,1056,2,Semi Furnished,Yes,Hyderabad,East,Banjara Hills,303231,1.1,2.1,8.9,1.7,25.0,4420,40.8,37.0,12208000.0
233,Independent House,1,1,1.0,3,28,771,0,Fully Furnished,Yes,Chennai,West,Nungambakkam,642087,10.9,0.4,10.2,3.7,38.0,5527,61.9,44.3,9311000.0
234,Independent House,5,5,1.0,8,17,1733,1,Fully Furnished,No,Hyderabad,West,Jubilee Hills,326697,2.7,4.2,7.3,4.3,22.5,3672,24.9,35.9,23982000.0
235,Apartment,5,5,3.0,12,37,1741,8,Unfurnished,Yes,Delhi,West,Vasant Kunj,166943,2.4,4.3,5.6,2.0,39.0,11202,41.2,49.1,22779000.0
236,Apartment,3,3,2.0,4,19,1123,5,Unfurnished,Yes,Kolkata,Central,Rajarhat,167556,1.8,3.0,2.9,0.3,16.8,25381,38.0,55.3,9110000.0
237,Apartment,2,2,,12,31,915,0,Semi Furnished,Yes,Delhi,North,Lajpat Nagar,312606,4.2,0.2,2.1,0.2,15.7,10956,25.5,63.5,17516000.0
238,Plot,4,4,1.0,12,27,1454,4,Fully Furnished,Yes,Mumbai,North,Worli,385728,3.3,0.1,5.1,6.2,29.3,21704,54.9,58.1,26289000.0
239,Independent House,4,3,1.0,3,24,1425,6,Semi Furnished,Yes,Pune,South,Hadapsar,872581,4.7,2.2,10.6,4.3,15.9,7069,51.4,51.6,15275000.0
240,Apartment,4,3,3.0,11,25,1440,6,Fully Furnished,No,Delhi,North,Lajpat Nagar,515992,0.9,2.0,3.4,0.1,9.0,9125,39.7,73.0,25431000.0
241,Apartment,3,3,2.0,17,35,1138,9,Fully Furnished,Yes,Noida,South,Greater Noida,973770,2.3,0.7,3.8,8.3,35.3,6495,29.6,86.6,13170000.0
242,Independent House,1,1,2.0,9,38,431,4,Semi Furnished,Yes,Noida,East,Sector 18,573065,6.4,3.5,4.1,4.4,33.9,4549,28.4,37.8,5248000.0
243,Penthouse,2,2,2.0,7,33,954,7,Semi Furnished,Yes,Jaipur,South,Vaishali Nagar,352934,1.8,5.5,0.2,3.4,23.8,5618,56.9,65.5,13263000.0
244,Independent House,4,4,3.0,17,25,1408,4,Semi Furnished,Yes,Bangalore,South,HSR Layout,218082,2.5,0.4,0.9,9.8,27.5,4712,67.3,54.4,30241000.0
245,Villa,4,4,2.0,5,14,1410,8,Fully Furnished,Yes,Mumbai,North,Powai,323367,0.7,1.6,1.1,3.4,36.2,22679,80.9,61.5,53486000.0
246,Apartment,3,3,1.0,9,17,1326,22,Unfurnished,Yes,Noida,South,Sector 50,594921,,1.5,0.7,2.1,1.0,5373,94.5,63.4,9244000.0
247,Apartment,2,2,1.0,10,10,928,2,Fully Furnished,Yes,Bangalore,North,HSR Layout,925832,0.8,2.6,0.1,1.4,8.4,3908,,72.9,18895000.0
248,Apartment,3,2,2.0,5,13,1085,10,Semi Furnished,Yes,Noida,West,Sector 18,551551,2.5,4.5,0.8,5.9,16.7,6258,43.2,16.2,7907000.0
249,Independent House,4,4,1.0,25,39,1455,10,Fully Furnished,Yes,Noida,North,Sector 18,901888,0.3,7.1,2.7,1.3,45.1,6047,46.3,50.5,20276000.0
250,Apartment,3,3,2.0,14,15,1156,4,Unfurnished,Yes,Jaipur,West,Malviya Nagar,435735,2.7,0.2,15.3,0.1,12.9,7877,49.3,58.0,7386000.0
251,Independent House,3,3,1.0,6,24,1239,5,Fully Furnished,No,Delhi,South,Pitampura,740414,4.5,1.1,4.2,6.6,20.6,11025,4.7,62.1,26914000.0
252,Apartment,2,3,1.0,1,1,852,0,Unfurnished,No,Bangalore,South,Whitefield,612558,1.4,3.2,6.7,0.5,18.8,6078,8.1,53.8,10722000.0
253,Independent House,2,2,1.0,0,18,834,4,Semi Furnished,No,Jaipur,South,C-Scheme,733761,4.1,0.3,,6.0,2.9,4991,44.1,78.9,7615000.0
254,Apartment,3,3,1.0,13,34,1106,20,Semi Furnished,Yes,Bangalore,Central,Koramangala,114348,1.2,3.7,1.7,7.6,2.6,5770,25.6,58.1,12994000.0
255,Apartment,4,4,1.0,30,37,1261,9,Fully Furnished,No,Delhi,East,Rohini,371393,3.3,4.6,3.5,1.0,21.3,10063,74.2,40.8,22301000.0
256,Villa,2,1,1.0,9,23,864,2,Unfurnished,No,Chennai,North,Porur,585307,3.3,0.2,9.3,2.5,32.6,7026,21.9,33.6,12460000.0
257,Apartment,2,2,1.0,12,20,1027,1,Semi Furnished,Yes,Noida,East,Sector 137,347051,3.3,0.1,6.2,0.2,18.0,4038,21.8,63.3,10369000.0
258,Penthouse,3,3,1.0,2,2,1091,1,Semi Furnished,Yes,Kolkata,South,Rajarhat,415898,3.6,4.9,9.0,8.2,25.8,22628,32.8,58.7,16707000.0
259,Villa,3,3,3.0,17,18,1041,0,Semi Furnished,Yes,Chennai,North,Velachery,822529,0.3,0.7,1.1,4.4,23.4,6782,18.7,70.1,25147000.0
260,Apartment,3,3,0.0,3,18,1107,18,Unfurnished,Yes,Mumbai,North,Borivali,375259,3.7,0.1,0.4,0.8,2.1,22127,53.7,55.3,20936000.0
261,Independent House,3,3,1.0,17,26,1167,7,Unfurnished,Yes,Pune,South,Baner,972572,11.0,2.0,0.7,2.5,27.0,7304,57.2,52.7,16691000.0
262,Plot,4,4,2.0,10,25,1340,10,Semi Furnished,No,Noida,East,Sector 62,877496,2.0,1.0,,8.2,35.1,5396,47.7,59.7,8469000.0
263,Apartment,4,4,3.0,20,34,1405,1,Unfurnished,No,Mumbai,West,Navi Mumbai,139554,1.0,2.0,0.5,0.2,41.9,20819,76.6,,43714000.0
264,Plot,2,2,1.0,0,1,920,8,Semi Furnished,No,Hyderabad,East,Madhapur,664135,1.8,3.6,0.1,6.0,21.8,4460,43.2,34.2,6879000.0
265,Apartment,3,3,1.0,13,17,1150,11,Unfurnished,Yes,Jaipur,East,Mansarovar,253281,6.2,3.4,6.9,16.7,24.0,4771,55.6,75.9,7170000.0
266,Apartment,2,2,2.0,11,11,892,0,Semi Furnished,Yes,Kolkata,West,Rajarhat,340166,3.0,3.5,1.2,7.4,21.9,25280,50.5,72.4,8906000.0
267,Villa,4,5,1.0,7,33,1541,7,Fully Furnished,Yes,Kolkata,West,New Town,111361,5.3,3.4,2.7,1.2,33.0,23259,22.8,53.2,21414000.0
268,Apartment,4,3,3.0,37,38,1414,9,Fully Furnished,Yes,Kolkata,West,Rajarhat,631538,,1.2,0.5,8.9,31.7,22220,41.7,35.0,14086000.0
269,Apartment,2,1,1.0,2,22,836,1,Unfurnished,Yes,Bangalore,South,HSR Layout,391783,2.0,4.7,4.5,7.6,30.6,6375,44.3,50.0,9156000.0
270,Apartment,2,2,2.0,22,31,960,1,Unfurnished,Yes,Delhi,Central,Lajpat Nagar,122760,0.4,0.6,1.4,12.0,44.1,10739,19.4,31.4,18295000.0
271,Apartment,1,1,2.0,25,37,645,4,Semi Furnished,Yes,Ahmedabad,South,Prahlad Nagar,803051,3.3,0.8,0.2,1.0,43.9,4396,62.0,27.0,5244000.0
272,Independent House,3,3,1.0,11,19,1155,6,Semi Furnished,No,Ahmedabad,Central,Bopal,612075,1.7,3.6,5.0,1.6,19.4,6822,41.4,59.1,10576000.0
273,Villa,2,2,1.0,21,21,981,2,Fully Furnished,No,Jaipur,East,C-Scheme,660731,1.2,2.9,3.6,10.5,26.7,7704,48.2,46.2,12718000.0
274,Penthouse,3,3,1.0,6,30,1257,7,Fully Furnished,No,Jaipur,East,Mansarovar,407287,1.6,1.1,0.7,7.7,27.6,5985,24.6,,20798000.0
275,Independent House,3,3,2.0,8,40,1058,12,Unfurnished,Yes,Hyderabad,East,HITEC City,779626,3.8,2.6,18.0,3.6,13.4,4121,48.3,54.5,12007000.0
276,Apartment,3,3,3.0,24,30,1288,28,Unfurnished,Yes,Hyderabad,West,Gachibowli,986384,0.4,2.4,6.1,5.4,32.3,3876,17.0,37.6,10663000.0
277,Apartment,4,4,1.0,7,22,1394,8,Semi Furnished,Yes,Ahmedabad,North,Prahlad Nagar,983674,6.5,0.3,,8.8,17.1,6649,24.0,36.5,8244000.0
278,Apartment,2,2,0.0,1,7,895,13,Semi Furnished,Yes,Pune,North,Kothrud,283521,4.1,0.1,1.3,0.2,11.1,6287,30.1,39.9,8226000.0
279,Independent House,4,5,2.0,0,28,1319,1,Fully Furnished,Yes,Kolkata,West,Behala,259417,1.8,0.2,3.3,5.6,12.1,23870,86.0,55.9,12644000.0
280,Apartment,1,1,1.0,8,27,709,1,Semi Furnished,Yes,Ahmedabad,West,Prahlad Nagar,752668,3.8,1.2,4.5,6.3,14.2,6290,19.3,60.3,5851000.0
281,Apartment,2,2,0.0,13,22,786,21,Semi Furnished,Yes,Jaipur,East,Mansarovar,138403,2.3,0.8,1.4,10.5,34.3,7851,73.9,68.0,4793000.0
282,Plot,3,3,,15,16,1193,8,Fully Furnished,Yes,Bangalore,Central,Koramangala,158973,6.1,1.7,9.7,1.2,16.3,3884,40.5,51.6,11710000.0
283,Villa,3,2,3.0,8,11,1282,0,Semi Furnished,Yes,Bangalore,North,Electronic City,986897,1.4,0.4,6.2,3.3,24.8,4565,39.2,20.9,23682000.0
284,Apartment,1,1,3.0,29,35,624,3,Unfurnished,Yes,Mumbai,South,Powai,800559,7.3,0.4,4.0,0.5,35.0,20327,,47.2,15950000.0
285,Apartment,3,3,1.0,16,22,1236,5,Unfurnished,Yes,Chennai,West,Adyar,674573,1.1,0.5,2.4,2.0,27.3,5222,,11.7,11246000.0
286,Plot,2,2,1.0,15,30,906,1,Fully Furnished,Yes,Mumbai,South,Powai,410178,1.7,1.2,0.3,1.9,32.5,22983,36.7,56.5,21634000.0
287,Plot,4,4,2.0,5,23,1288,2,Fully Furnished,No,Hyderabad,West,HITEC City,702022,4.7,0.1,5.5,2.3,32.7,3193,43.4,52.2,10586000.0
288,Apartment,3,3,1.0,38,40,1159,5,Semi Furnished,Yes,Chennai,North,Porur,859305,3.3,3.6,2.0,1.1,38.4,8132,65.8,61.3,15923000.0
289,Apartment,3,3,1.0,14,25,1135,6,Fully Furnished,No,Delhi,Central,Saket,986365,1.1,1.5,6.8,0.9,41.7,12993,60.1,76.6,20584000.0
290,Independent House,5,5,2.0,1,2,1721,0,Semi Furnished,Yes,Chennai,North,Anna Nagar,598794,1.4,0.4,7.6,3.5,39.0,6993,50.0,71.1,22121000.0
291,Independent House,4,4,2.0,14,18,1370,1,Semi Furnished,Yes,Mumbai,East,Navi Mumbai,183153,0.1,0.7,1.0,6.0,16.1,22281,26.2,59.2,52543000.0
292,Independent House,3,3,2.0,23,31,1189,4,Semi Furnished,Yes,Mumbai,South,Andheri,347358,0.1,0.3,7.7,2.4,50.4,22467,27.1,39.7,39263000.0
293,Apartment,3,3,1.0,27,35,1065,1,Fully Furnished,Yes,Ahmedabad,East,Maninagar,742613,2.0,1.4,1.3,0.9,8.8,4936,68.8,51.0,9971000.0
294,Plot,3,2,2.0,22,32,1184,0,Unfurnished,No,Bangalore,South,HSR Layout,687129,2.5,2.4,9.9,1.6,16.4,5529,48.2,52.8,10983000.0
295,Apartment,2,1,2.0,13,26,901,3,Unfurnished,Yes,Mumbai,North,Powai,159803,1.6,1.5,0.1,4.1,25.4,22203,50.0,27.5,24005000.0
296,Apartment,2,3,0.0,6,9,889,3,Fully Furnished,No,Chennai,West,Velachery,834966,3.9,1.9,5.0,0.6,18.9,5124,21.6,73.8,10374000.0
297,Independent House,2,2,1.0,2,4,902,4,Fully Furnished,Yes,Ahmedabad,South,Maninagar,259572,0.3,0.8,30.6,4.8,31.8,4599,48.9,40.6,7442000.0
298,Apartment,4,4,2.0,7,14,1376,2,Semi Furnished,Yes,Delhi,East,Saket,483559,1.1,2.6,11.5,1.5,48.4,10893,35.9,52.7,22130000.0
299,Plot,2,3,1.0,7,23,911,3,Semi Furnished,No,Pune,South,Baner,163613,5.8,3.4,7.0,3.7,52.3,6855,73.5,59.2,5480000.0
300,Apartment,2,2,1.0,13,25,884,3,Fully Furnished,Yes,Mumbai,South,Borivali,643052,8.5,4.1,3.1,19.2,20.8,22457,51.2,50.4,23084000.0
301,Independent House,2,2,1.0,14,15,822,8,Fully Furnished,No,Mumbai,Central,Thane,834858,0.5,2.5,13.1,0.6,33.5,22670,17.6,50.4,27502000.0
302,Apartment,3,3,3.0,17,22,1046,8,Unfurnished,Yes,Chennai,South,OMR,974577,2.0,3.8,2.0,10.5,3.6,7923,68.4,39.7,9458000.0
303,Villa,3,3,1.0,5,5,1110,1,Unfurnished,No,Chennai,South,Velachery,965152,0.7,3.0,1.0,3.9,32.4,6828,47.7,58.6,20780000.0
304,Apartment,3,4,1.0,35,35,1124,2,Fully Furnished,Yes,Pune,South,Hadapsar,832630,1.1,0.1,3.6,7.8,42.1,4588,49.4,40.9,13426000.0
305,Villa,2,2,,15,25,659,4,Fully Furnished,No,Kolkata,Central,New Town,503827,1.7,0.6,0.5,2.3,41.9,22982,82.4,54.4,10131000.0
306,Independent House,4,4,3.0,4,5,1401,3,Fully Furnished,No,Noida,West,Sector 18,652617,1.2,1.1,14.3,6.3,26.4,3837,59.7,79.2,17861000.0
307,Apartment,3,3,3.0,0,5,1326,0,Unfurnished,Yes,Hyderabad,Central,Jubilee Hills,330793,3.0,3.3,7.0,6.8,15.6,4422,34.2,48.8,13423000.0
308,Apartment,3,3,1.0,4,33,1205,14,Semi Furnished,No,Bangalore,South,HSR Layout,499016,4.6,1.5,2.3,2.8,37.0,3912,56.7,74.0,15238000.0
309,Apartment,5,5,3.0,3,10,1636,20,Fully Furnished,Yes,Ahmedabad,Central,SG Highway,583052,0.5,1.9,3.1,2.5,6.5,4437,64.0,56.2,9221000.0
310,Independent House,5,4,2.0,8,11,1584,9,Fully Furnished,Yes,Delhi,North,Vasant Kunj,425549,0.2,0.3,5.3,6.9,3.4,11448,0.0,46.8,29371000.0
311,Apartment,3,3,2.0,6,8,1014,33,Semi Furnished,Yes,Bangalore,North,Indiranagar,432938,4.3,0.9,1.5,25.5,3.9,4252,0.4,60.9,12364000.0
